Name,Type1,Type2,Red,Blue,Yellow,Gold,Silver,Crystal,Ruby,Sapphire,FireRed,LeafGreen,Emerald,Diamond,Pearl,Platinum,HeartGold,SoulSilver,Black,White,Black 2,White 2,X,Y,Omega Ruby,Alpha Sapphire,Sun,Moon,Ultra Sun,Ultra Moon,Let's Go Pikachu,Let's Go Eevee,Sword,Shield,Brilliant Diamond,Shining Pearl,Legends: Arceus,Scarlet,Violet
Fearow,Normal,Flying,"Route 17, 18, 23","Route 17, 18, 23","Route 9, 16, 17, 18, 23","Route 9, 10, 16, 17, 18, 22","Route 9, 10, 16, 17, 18, 22","Route 9, 10, 16, 17, 18, 22, 42",Trade/migrate from another game,Trade/migrate from another game,"Route 17, 18, 23, Canyon Entrance, Cape Brink, Kindle Road, Mt. Ember, Ruin Valley, Sevault Canyon, Treasure Beach, Water Path","Route 17, 18, 23, Canyon Entrance, Cape Brink, Kindle Road, Mt. Ember, Ruin Valley, Sevault Canyon, Treasure Beach, Water Path",Trade/migrate from another game,"Route 225, 226, 227, Stark Mountain","Route 225, 226, 227, Stark Mountain","Route 225, 226, 227, Stark Mountain","Route 9, 10, 16, 17, 18, 22, 47, 48","Route 9, 10, 16, 17, 18, 22, 47, 48",Route 15,Route 15,Trade/migrate from another game,Trade/migrate from another game,Victory Road,Victory Road,Trade/migrate from another game,Trade/migrate from another game,"Route 10, 17, Mount Hokulani, Poni Plains","Route 10, 17, Mount Hokulani, Poni Plains","Route 10, 17, Mount Hokulani, Poni Plains","Route 10, 17, Mount Hokulani, Poni Plains","Route 3, 4, 9, 10, 22, 23","Route 3, 4, 9, 10, 22, 23",Not available in this game,Not available in this game,"Route 225, 226, 227, Stark Mountain","Route 225, 226, 227, Stark Mountain",Not available in this game,Not available in this game,Not available in this game
Ekans,Poison,None,"Route 4, 8, 9, 10, 11, 23",Trade/migrate from another game,Trade/migrate from another game,Goldenrod City,"Route 3, 4, 32, 33","Route 3, 4, 26, 27, 32, 33, 42, Azalea Town",Trade/migrate from another game,Trade/migrate from another game,"Route 4, 8, 9, 10, 11, 23",Trade/migrate from another game,Trade/migrate from another game,Route 212,Route 212,Route 212,Goldenrod City,"Route 3, 4, 32, 33",Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Route 14,Route 14,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Route 2,Route 2,Trade/migrate from another game,"Route 3, 4",Not available in this game,Not available in this game,"Grassland Cave, Swampy Cave, Riverbank Cave, Still-Water Cavern, Sunlit Cavern, Bogsunk Cavern",Trade/migrate from another game,Not available in this game,Not available in this game,Not available in this game
Arbok,Poison,None,"Route 23, Cerulean Cave",Trade/migrate from another game,Trade/migrate from another game,Evolve Ekans,"Route 3, 4, 26, 27","Route 3, 4, 26, 27, 28, 42, Mt. Silver",Trade/migrate from another game,Trade/migrate from another game,"Route 23, Victory Road",Trade/migrate from another game,Trade/migrate from another game,Great Marsh,Great Marsh,Great Marsh,Evolve Ekans,"Route 3, 4, 26, 27",Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Route 19,Route 19,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Route 8,Route 8,Trade/migrate from another game,Evolve Ekans,Not available in this game,Not available in this game,Evolve Ekans,Trade/migrate from another game,Not available in this game,Not available in this game,Not available in this game
Pikachu,Electric,None,"Power Plant, Viridian Forest","Power Plant, Viridian Forest",Pallet Town,Route 2,Route 2,"Route 2, Celadon City",Safari Zone,Safari Zone,"Power Plant, Viridian Forest","Power Plant, Viridian Forest",Safari Zone,Trophy Garden,Trophy Garden,Trophy Garden,"Saffron City, Viridian Forest","Saffron City, Viridian Forest",Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,"Route 3, Santalune Forest","Route 3, Santalune Forest",Safari Zone,Safari Zone,"Route 1, Hau'oli City","Route 1, Hau'oli City","Route 1, Heahea City","Route 1, Heahea City","Pallet Town, Viridian Forest",Viridian Forest,"Route 4, Stony Wilderness, Forest of Focus","Route 4, Stony Wilderness, Forest of Focus",Trophy Garden,Trophy Garden,"Nature’s Pantry, Golden Lowlands","East Province (Area One), South Province (Area Two), South Province (Area Four), West Province (Area Three)","East Province (Area One), South Province (Area Two), South Province (Area Four), West Province (Area Three)"
Raichu,Electric,None,Cerulean Cave,"Cerulean Cave, Power Plant",Evolve Pikachu,Evolve Pikachu/Pichu,Evolve Pikachu/Pichu,Evolve Pikachu/Pichu,Evolve Pikachu/Pichu,Evolve Pikachu/Pichu,Evolve Pikachu/Pichu,Evolve Pikachu/Pichu,Evolve Pikachu/Pichu,Evolve Pikachu/Pichu,Evolve Pikachu/Pichu,Evolve Pikachu/Pichu,Evolve Pikachu/Pichu,Evolve Pikachu/Pichu,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Evolve Pikachu/Pichu,Evolve Pikachu/Pichu,Evolve Pikachu/Pichu,Evolve Pikachu/Pichu,Evolve Pikachu/Pikachu (Partner Pikachu)/Pichu,Evolve Pikachu/Pikachu (Partner Pikachu)/Pichu,Evolve Pikachu/Pikachu (Partner Pikachu)/Pichu,Evolve Pikachu/Pikachu (Partner Pikachu)/Pichu,Saffron City,Saffron City,Evolve Pikachu/Pikachu (Partner Pikachu)/Pichu,Evolve Pikachu/Pikachu (Partner Pikachu)/Pichu,Evolve Pikachu/Pikachu (Partner Pikachu)/Pichu,Evolve Pikachu/Pikachu (Partner Pikachu)/Pichu,Golden Lowlands,"Tagtree Thicket, Casseroya Lake, North Province (Area One), North Province (Area Two), East Province (Area One), East Province (Area Two), South Province (Area One), South Province (Area Two), South Province (Area Four), West Province (Area Three), The Great Crater of Paldea","Tagtree Thicket, Casseroya Lake, North Province (Area One), North Province (Area Two), East Province (Area One), East Province (Area Two), South Province (Area One), South Province (Area Two), South Province (Area Four), West Province (Area Three), The Great Crater of Paldea"
Sandshrew,Ground,None,Trade/migrate from another game,"Route 4, 8, 9, 10, 11, 23","Route 3, 4, Mt. Moon","Mt. Moon, Union Cave","Goldenrod City, Union Cave","Route 3, 4, Mt. Moon, Union Cave","Route 111, 113","Route 111, 113",Trade/migrate from another game,"Route 4, 8, 9, 10, 11, 23","Route 111, Mirage Tower",Wayward Cave,Wayward Cave,Wayward Cave,"Mt. Moon, Union Cave",Goldenrod City,Breed Sandslash,Breed Sandslash,"Relic Castle, Desert Resort","Relic Castle, Desert Resort",Breed Sandslash,Breed Sandslash,"Route 111, 113","Route 111, 113",Trade/migrate from another game,"Route 14, Tapu Village, Mount Lanakila",Trade/migrate from another game,"Route 14, Tapu Village, Mount Lanakila","Route 3, 4, Celadon City",Trade/migrate from another game,Warm-Up Tunnel,Warm-Up Tunnel,Trade/migrate from another game,"Spacious Cave, Rocky Cave, Sandsear Cave, Big Bluff Cavern",Not available in this game,Not available in this game,Not available in this game
Sandslash,Ground,None,Trade/migrate from another game,"Route 23, Cerulean Cave",Cerulean Cave,"Route 26, 27, Mt. Moon",Evolve Sandshrew,"Route 26, Victory Road",Evolve Sandshrew,Evolve Sandshrew,Trade/migrate from another game,"Route 23, Victory Road",Evolve Sandshrew,Route 228,Route 228,Route 228,"Route 26, 27, Mt. Moon",Evolve Sandshrew,Relic Castle,Relic Castle,"Route 15, Relic Castle","Route 15, Relic Castle","Route 18, Terminus Cave","Route 18, Terminus Cave",Evolve Sandshrew,Evolve Sandshrew,Trade/migrate from another game,Evolve Sandshrew/Alolan Sandshrew,Trade/migrate from another game,Evolve Sandshrew/Alolan Sandshrew,Evolve Sandshrew/Alolan Sandshrew,Trade/migrate from another game,Evolve Sandshrew/Alolan Sandshrew,Evolve Sandshrew/Alolan Sandshrew,Trade/migrate from another game,"Spacious Cave, Rocky Cave, Sandsear Cave, Big Bluff Cavern",Not available in this game,Not available in this game,Not available in this game
Nidoran-F,Poison,None,"Route 5, 22, Underground Path 5-6, Safari Zone","Route 5, 22, Underground Path 5-6, Safari Zone","Route 2, 9, 10, 22, Safari Zone","Route 35, 36","Route 35, 36","Route 35, National Park",Trade/migrate from another game,Trade/migrate from another game,"Route 3, 5, Underground Path 5-6, Safari Zone","Route 3, Safari Zone",Trade/migrate from another game,Route 201,Route 201,Route 201,"Route 35, 36","Route 35, 36",Trade/migrate from another game,White Forest,Trade/migrate from another game,Trade/migrate from another game,Route 11,Route 11,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,"Route 9, 10, 22, 23","Route 9, 10, 22, 23","Giant's Bed, Old Cemetery","Giant's Bed, Old Cemetery","Route 201, Grassland Cave, Swampy Cave, Dazzling Cave, Riverbank Cave, Still-Water Cavern, Sunlit Cavern, Stargleam Cavern, Bogsunk Cavern","Route 201, Grassland Cave, Swampy Cave, Dazzling Cave, Riverbank Cave, Still-Water Cavern, Sunlit Cavern, Stargleam Cavern, Bogsunk Cavern",Not available in this game,Not available in this game,Not available in this game
Nidorina,Poison,None,"Route 11, Celadon City, Safari Zone","Route 11, Safari Zone","Route 9, 23, Safari Zone","Route 13, 14, 15","Route 13, 14, 15","Route 13, 14, 15",Trade/migrate from another game,Trade/migrate from another game,"Route 11, Safari Zone",Safari Zone,Trade/migrate from another game,"Route 221, Valor Lakefront","Route 221, Valor Lakefront","Route 221, Valor Lakefront","Route 13, 14, 15","Route 13, 14, 15",Trade/migrate from another game,Evolve Nidoran♀,Trade/migrate from another game,Trade/migrate from another game,Route 11,Route 11,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,"Route 9, 10, 23","Route 9, 10, 23",Evolve Nidoran♀,Evolve Nidoran♀,"Route 221, Valor Lakefront, Grassland Cave, Swampy Cave, Dazzling Cave, Riverbank Cave, Still-Water Cavern, Sunlit Cavern, Stargleam Cavern, Bogsunk Cavern","Route 221, Valor Lakefront, Grassland Cave, Swampy Cave, Dazzling Cave, Riverbank Cave, Still-Water Cavern, Sunlit Cavern, Stargleam Cavern, Bogsunk Cavern",Not available in this game,Not available in this game,Not available in this game
Nidoqueen,Poison,Ground,Evolve Nidoran♀/Nidorina,Evolve Nidoran♀/Nidorina,Evolve Nidoran♀/Nidorina,Evolve Nidoran♀/Nidorina,Evolve Nidoran♀/Nidorina,Evolve Nidoran♀/Nidorina,Trade/migrate from another game,Trade/migrate from another game,Evolve Nidoran♀/Nidorina,Evolve Nidoran♀/Nidorina,Trade/migrate from another game,Evolve Nidoran♀/Nidorina,Evolve Nidoran♀/Nidorina,Evolve Nidoran♀/Nidorina,Evolve Nidoran♀/Nidorina,Evolve Nidoran♀/Nidorina,Trade/migrate from another game,Evolve Nidoran♀/Nidorina,Trade/migrate from another game,Trade/migrate from another game,Evolve Nidoran♀/Nidorina,Evolve Nidoran♀/Nidorina,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Route 23,Route 23,Evolve Nidoran♀/Nidorina,Evolve Nidoran♀/Nidorina,Evolve Nidoran♀/Nidorina,Evolve Nidoran♀/Nidorina,Not available in this game,Not available in this game,Not available in this game
Nidoran-M,Poison,None,"Route 22, Safari Zone","Route 22, Safari Zone","Route 2, 9, 10, 22, Safari Zone","Route 35, 36","Route 35, 36","Route 35, National Park",Trade/migrate from another game,Trade/migrate from another game,"Route 3, Safari Zone","Route 3, 5, Underground Path 5-6, Safari Zone",Trade/migrate from another game,Route 201,Route 201,Route 201,"Route 35, 36","Route 35, 36",Trade/migrate from another game,White Forest,Trade/migrate from another game,Trade/migrate from another game,Route 11,Route 11,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,"Route 9, 10, 22, 23","Route 9, 10, 22, 23","Giant's Bed, Old Cemetery","Giant's Bed, Old Cemetery","Route 201, Grassland Cave, Swampy Cave, Dazzling Cave, Riverbank Cave, Still-Water Cavern, Sunlit Cavern, Stargleam Cavern, Bogsunk Cavern","Route 201, Grassland Cave, Swampy Cave, Dazzling Cave, Riverbank Cave, Still-Water Cavern, Sunlit Cavern, Stargleam Cavern, Bogsunk Cavern",Not available in this game,Not available in this game,Not available in this game
Nidorino,Poison,None,Safari Zone,"Celadon City, Safari Zone","Route 9, 23, Safari Zone","Route 13, 14, 15","Route 13, 14, 15","Route 13, 14, 15",Trade/migrate from another game,Trade/migrate from another game,Safari Zone,"Route 11, Safari Zone",Trade/migrate from another game,"Route 221, Valor Lakefront","Route 221, Valor Lakefront","Route 221, Valor Lakefront","Route 13, 14, 15","Route 13, 14, 15",Trade/migrate from another game,Evolve Nidoran♂,Trade/migrate from another game,Trade/migrate from another game,Route 11,Route 11,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,"Route 9, 10, 23","Route 9, 10, 23",Evolve Nidoran♂,Evolve Nidoran♂,"Route 221, Valor Lakefront, Grassland Cave, Swampy Cave, Dazzling Cave, Riverbank Cave, Still-Water Cavern, Sunlit Cavern, Stargleam Cavern, Bogsunk Cavern","Route 221, Valor Lakefront, Grassland Cave, Swampy Cave, Dazzling Cave, Riverbank Cave, Still-Water Cavern, Sunlit Cavern, Stargleam Cavern, Bogsunk Cavern",Not available in this game,Not available in this game,Not available in this game
Nidoking,Poison,Ground,Evolve Nidoran♂/Nidorino,Evolve Nidoran♂/Nidorino,Evolve Nidoran♂/Nidorino,Evolve Nidoran♂/Nidorino,Evolve Nidoran♂/Nidorino,Evolve Nidoran♂/Nidorino,Trade/migrate from another game,Trade/migrate from another game,Evolve Nidoran♂/Nidorino,Evolve Nidoran♂/Nidorino,Trade/migrate from another game,Evolve Nidoran♂/Nidorino,Evolve Nidoran♂/Nidorino,Evolve Nidoran♂/Nidorino,Evolve Nidoran♂/Nidorino,Evolve Nidoran♂/Nidorino,Trade/migrate from another game,Evolve Nidoran♂/Nidorino,Trade/migrate from another game,Trade/migrate from another game,Evolve Nidoran♂/Nidorino,Evolve Nidoran♂/Nidorino,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Route 23,Route 23,Evolve Nidoran♂/Nidorino,Evolve Nidoran♂/Nidorino,Evolve Nidoran♂/Nidorino,Evolve Nidoran♂/Nidorino,Not available in this game,Not available in this game,Not available in this game
Clefairy,Fairy,None,"Celadon City, Mt. Moon","Celadon City, Mt. Moon",Mt. Moon,Mt. Moon,Mt. Moon,"Route 3, 4, Mt. Moon",Trade/migrate from another game,Trade/migrate from another game,"Celadon City, Mt. Moon","Celadon City, Mt. Moon",Trade/migrate from another game,"Mt. Coronet, Trophy Garden","Mt. Coronet, Trophy Garden","Mt. Coronet, Trophy Garden",Mt. Moon,Mt. Moon,Giant Chasm,Giant Chasm,Giant Chasm,Giant Chasm,Trade/migrate from another game,Trade/migrate from another game,"Route 115, Meteor Falls","Route 115, Meteor Falls",Mount Hokulani,Mount Hokulani,Mount Hokulani,Mount Hokulani,Mt. Moon,Mt. Moon,"Giant's Cap, Motostoke Riverbank, Giant's Bed, Snowslide Slope, Tunnel to the Top","Giant's Cap, Motostoke Riverbank, Giant's Bed, Snowslide Slope, Tunnel to the Top",Mt. Coronet,Mt. Coronet,Fabled Spring,Not available in this game,Not available in this game
Clefable,Fairy,None,Evolve Clefairy,Evolve Clefairy,Evolve Clefairy,Evolve Clefairy/Cleffa,Evolve Clefairy/Cleffa,Evolve Clefairy/Cleffa,Trade/migrate from another game,Trade/migrate from another game,Evolve Clefairy/Cleffa,Evolve Clefairy/Cleffa,Trade/migrate from another game,Evolve Clefairy/Cleffa,Evolve Clefairy/Cleffa,Evolve Clefairy/Cleffa,Evolve Clefairy/Cleffa,Evolve Clefairy/Cleffa,Giant Chasm,Giant Chasm,Giant Chasm,Giant Chasm,Trade/migrate from another game,Trade/migrate from another game,Evolve Clefairy/Cleffa,Evolve Clefairy/Cleffa,Evolve Clefairy/Cleffa,Evolve Clefairy/Cleffa,Evolve Clefairy/Cleffa,Evolve Clefairy/Cleffa,Mt. Moon,Mt. Moon,Evolve Clefairy/Cleffa,Evolve Clefairy/Cleffa,Evolve Clefairy/Cleffa,Evolve Clefairy/Cleffa,Fabled Spring,Not available in this game,Not available in this game
Vulpix,Fire,None,Trade/migrate from another game,"Route 7, 8, Pokémon Mansion",Celadon City,Trade/migrate from another game,"Route 7, 8, 36, 37",Trade/migrate from another game,Mt. Pyre,Mt. Pyre,Trade/migrate from another game,"Route 7, 8, Pokémon Mansion",Mt. Pyre,"Route 209, 214","Route 209, 214","Route 209, 214",Trade/migrate from another game,"Route 7, 8, 36, 37, 48",Abundant Shrine,Abundant Shrine,Abundant Shrine,Abundant Shrine,Trade/migrate from another game,Trade/migrate from another game,"Mt. Pyre, Mirage Spots","Mt. Pyre, Mirage Spots","Route 14, Tapu Village, Mount Lanakila",Trade/migrate from another game,"Route 14, Tapu Village, Mount Lanakila",Trade/migrate from another game,Trade/migrate from another game,"Route 5, 6, 7, 8, Celadon City","Route 3, Rolling Fields, South Lake Miloch, East Lake Axewell, Axew's Eye, Dappled Grove, West Lake Axewell, Giant's Seat, North Lake Miloch, Watchtower Ruins","Dusty Bowl, Hammerlocke Hills",Trade/migrate from another game,"Spacious Cave, Volcanic Cave, Sandsear Cave, Typhlo Cavern",Veilstone Cape,Not available in this game,Not available in this game
Ninetales,Fire,None,Trade/migrate from another game,Evolve Vulpix,Evolve Vulpix,Trade/migrate from another game,Evolve Vulpix,Trade/migrate from another game,Evolve Vulpix,Evolve Vulpix,Trade/migrate from another game,Evolve Vulpix,Evolve Vulpix,Evolve Vulpix,Evolve Vulpix,Evolve Vulpix,Trade/migrate from another game,Evolve Vulpix,Abundant Shrine,Abundant Shrine,Abundant Shrine,Abundant Shrine,Trade/migrate from another game,Trade/migrate from another game,Evolve Vulpix,Evolve Vulpix,Evolve Vulpix/Alolan Vulpix,Trade/migrate from another game,Evolve Vulpix/Alolan Vulpix,Trade/migrate from another game,Trade/migrate from another game,"Route 7, 8",Lake of Outrage,Evolve Vulpix/Alolan Vulpix,Trade/migrate from another game,Evolve Vulpix/Alolan Vulpix,Firespit Island,Not available in this game,Not available in this game
Jigglypuff,Normal,Fairy,Route 3,Route 3,"Route 5, 6, 7, 8","Route 3, 4, 46","Route 3, 4, 46","Route 5, 6, 7, 8, 34, 35",Route 115,Route 115,Route 3,Route 3,Route 115,Trophy Garden,Trophy Garden,Trophy Garden,"Route 3, 4","Route 3, 4",Route 14,Route 14,"Route 1, 2, Dreamyard","Route 1, 2, Dreamyard","Route 20, Pokémon Village","Route 20, Pokémon Village",Route 115,Route 115,"Route 4, 6","Route 4, 6","Route 4, 6","Route 4, 6","Route 5, 6, 7, 8","Route 5, 6, 7, 8","Challenge Beach, Fields of Honor","Challenge Beach, Fields of Honor",Trade/migrate from another game,Trade/migrate from another game,Not available in this game,"North Province (Area One), South Province (Area Two), West Province (Area Three)","North Province (Area One), South Province (Area Two), West Province (Area Three)"
