"movie number""line number" "character" "dialogue"
"IV" "321" "BEN" "The Force can have a strong influence on the weak-minded.  You will find it a powerful ally."
"IV" "322" "LUKE" "Do you really think we're going to find a pilot here that'll take us to Alderaan?"
"IV" "323" "BEN" "Well, most of the best freighter pilots can be found here.  Only watch your step.  This place can be a little rough."
"IV" "324" "LUKE" "I'm ready for anything."
"IV" "325" "THREEPIO" "Come along, Artoo."
"IV" "326" "BARTENDER" "We don't serve their kind here!"
"IV" "327" "LUKE" "What?"
"IV" "328" "BARTENDER" "Your droids. They'll have to wait outside.  We don't want them here."
"IV" "329" "LUKE" "Listen, why don't you wait out by the speeder.  We don't want any trouble."
"IV" "330" "THREEPIO" "I heartily agree with you sir."
"IV" "331" "CREATURE" "Negola dewaghi wooldugger?!?"
"IV" "332" "HUMAN" "He doesn't like you."
"IV" "333" "LUKE" "I'm sorry."
"IV" "334" "HUMAN" "I don't like you either"
"IV" "335" "HUMAN" "Don't insult us.  You just watch yourself.  We're wanted men.  I have the death sentence on twelve systems."
"IV" "336" "LUKE" "I'll be careful than."
"IV" "337" "HUMAN" "You'll be dead."
"IV" "338" "BEN" "This little one isn't worth the effort.  Come let me buy you something..."
"IV" "339" "BARTENDER" "No blasters!  No blaster!"
"IV" "340" "BEN" "This is Chewbacca.  He's first-mate on a ship that might suit our needs."
"IV" "341" "THREEPIO" "I don't like the look of this."
"IV" "342" "HAN" "Han Solo.  I'm captain of the Millennium Falcon.  Chewie here tells me you're looking for passage to the Alderaan system."
"IV" "343" "BEN" "Yes, indeed.  If it's a fast ship."
"IV" "344" "HAN" "Fast ship?  You've never heard of the Millennium Falcon?"
"IV" "345" "BEN" "Should I have?"
"IV" "346" "HAN" "It's the ship that made the Kessel run in less than twelve parsecs!"
"IV" "347" "HAN" "I've outrun Imperial starships, not the local bulk-cruisers, mind you.  I'm talking about the big Corellian ships now.  She's fast enough for you, old man.  What's the cargo?"
"IV" "348" "BEN" "Only passengers.  Myself, the boy, two droids, and no questions asked."
"IV" "349" "HAN" "What is it?  Some kind of local trouble?"
"IV" "350" "BEN" "Let's just say we'd like to avoid any Imperial entanglements."
"IV" "351" "HAN" "Well, that's the real trick, isn't it?  And it's going to cost you something extra.  Ten thousand in advance."
"IV" "352" "LUKE" "Ten thousand?  We could almost buy our own ship for that!"
"IV" "353" "HAN" "But who's going to fly it, kid!  You?"
"IV" "354" "LUKE" "You bet I could.  I'm not such a bad pilot myself!  We don't have to sit here and listen..."
"IV" "355" "BEN" "We haven't that much with us.  But we could pay you two thousand now, plus fifteen when we reach Alderaan."
"IV" "356" "HAN" "Seventeen, huh!"
"IV" "357" "HAN" "Okay.  You guys got yourself a ship.  We'll leave as soon as you're ready.  Docking bay Ninety-four."
"IV" "358" "BEN" "Ninety-four."
"IV" "359" "HAN" "Looks like somebody's beginning to take an interest in your handiwork."
"IV" "360" "TROOPER" "All right, we'll check it out."
"IV" "361" "HAN" "Seventeen thousand!  Those guys must really be desperate.  This could really save my neck.  Get back to the ship and get her ready."
"IV" "362" "BEN" "You'll have to sell your speeder."
"IV" "363" "LUKE" "That's okay.  I'm never coming back to this planet again."
"IV" "364" "GREEDO" "Going somewhere, Solo?"
"IV" "365" "HAN" "Yes, Greedo.  As a matter of fact, I was just going to see your boss.  Tell Jabba that I've got his money."
"IV" "366" "GREEDO" "It's too late.  You should have paid him when you had the chance.  Jabba's put a price on your head, so large that every bounty hunter in the galaxy will be looking for you.  I'm lucky I found you first."
"IV" "367" "HAN" "Yeah, but this time I got the money."
"IV" "368" "GREEDO" "If you give it to me, I might forget I found you."
"IV" "369" "HAN" "I don't have it with me.  Tell Jabba..."
"IV" "370" "GREEDO" "Jabba's through with you.  He has no time for smugglers who drop their shipments at the first sign of an Imperial cruiser."
"IV" "371" "HAN" "Even I get boarded sometimes.  Do you think I had a choice?"
"IV" "372" "GREEDO" "You can tell that to Jabba.  He may only take your ship."
"IV" "373" "HAN" "Over my dead body."
"IV" "374" "GREEDO" "That's the idea I've been looking forward to killing you for a long time."
"IV" "375" "HAN" "Yes, I'll bet you have."
"IV" "376" "HAN" "Sorry about the mess."
"IV" "377" "VADER" "Her resistance to the mind probe is considerable.  It will be some time before we can extract any information from her."
"IV" "378" "IMPERIAL OFFICER" "The final check-out is complete.  All systems are operational.  What course shall we set?"
"IV" "379" "TARKIN" "Perhaps she would respond to an alternative form of persuasion."
"IV" "380" "VADER" "What do you mean?"
"IV" "381" "TARKIN" "I think it is time we demonstrate the full power of this station.Set your course for Princess Leia's home planet of Alderaan."
"IV" "382" "TROOPER" "With pleasure."
"IV" "383" "THREEPIO" "Lock the door, Artoo."
"IV" "384" "TROOPER" "All right, check that side of the street.  It's secure.  Move on to the next door."
"IV" "385" "THREEPIO" "I would much rather have gone with Master Luke than stay here with you.  I don't know what all this trouble is about, but I'm sure it must be your fault."
"IV" "386" "THREEPIO" "You watch your language!"
"IV" "387" "LUKE" "He says it's the best he can do.  Since the XP-38 came out, they "
"IV" "388" "BEN" "It will be enough."
"IV" "389" "BEN" "If the ship's as fast as he's boasting, we ought to do well."
"IV" "390" "JABBA" "Come on out, Solo!"
"IV" "391" "HAN" "I've been waiting for you, Jabba."
"IV" "392" "JABBA" "I expected you would be."
"IV" "393" "HAN" "I'm not the type to run."
"IV" "394" "JABBA" "Han, my boy, there are times when you disappoint me... why haven't you paid me?  And why did you have to fry poor Greedo like that... after all we've been through together."
"IV" "395" "HAN" "You sent Greedo to blast me."
"IV" "396" "JABBA" "Han, why you're the best smuggler in the business.  You're too valuable to fry.  He was only relaying my concern at your delays.  He wasn't going to blast you."
"IV" "397" "HAN" "I think he thought he was.  Next time don't send one of those twerps.  If you've got something to say to me, come see me yourself."
"IV" "398" "JABBA" "Han, Han!  If only you hadn't had to dump that shipment of spice... you understand I just can't make an exception.  Where would I be if every pilot who smuggled for me dumped their shipment at the first sign of an Imperial starship?  It's not good business."
"IV" "399" "HAN" "You know, even I get boarded sometimes, Jabba.  I had no choice, but I've gota charter now and I can pay you back, plus a little extra.  I just need some more time."
"IV" "400" "JABBA" "Put your blasters away.  Han, my boy, I'm only doing this because you're the best and I need you.  So, for an extra, say... twenty percent I'll give you a little more time... but this is it.  If you disappoint me again, I'll put a price on your head so large you won't be able to go near a civilized system for the rest of your short life."
"IV" "401" "HAN" "Jabba, I'll pay you because it's my pleasure."
"IV" "402" "LUKE" "What a piece of junk."
"IV" "403" "HAN" "She'll make point five beyond the speed of light.  She may not look like much, but she's got it where it counts, kid.  I've added some special modifications myself."
"IV" "404" "HAN" "We're a little rushed, so if you'll hurry aboard we'll get out of here."
"IV" "405" "THREEPIO" "Hello, sir."
"IV" "406" "TROOPER" "Which way?"
"IV" "407" "TROOPER" "All right, men.  Load your weapons!"
"IV" "408" "TROOPER" "Stop that ship!"
"IV" "409" "TROOPER" "Blast 'em!"
"IV" "410" "HAN" "Chewie, get us out of here!"
"IV" "411" "THREEPIO" "Oh, my.  I'd forgotten how much I hate space travel."
"IV" "412" "HAN" "It looks like an Imperial cruiser.  Our passengers must be hotter than I thought.  Try and hold them off.  Angle the deflector shield while I make the calculations for the jump to light speed."
"IV" "413" "HAN" "Stay sharp!  There are two more coming in; they're going to try to cut us off."
"IV" "414" "LUKE" "Why don't you outrun them?  I thought you said this thing was fast."
"IV" "415" "HAN" "Watch your mouth, kid, or you're going to find yourself floating home.  We'll be safe enough once we make the jump to hyperspace.  Besides, I know a few maneuvers. We'll lose them!"
"IV" "416" "HAN" "Here's where the fun begins!"
"IV" "417" "BEN" "How long before you can make the jump to light speed?"
"IV" "418" "HAN" "It'll take a few moments to get the coordinates from the navi-computer."
"IV" "419" "LUKE" "Are you kidding?  At the rate they're gaining..."
"IV" "420" "HAN" "Traveling through hyperspace isn't like dusting crops, boy!  Without precise calculations we could fly right through a star or bounce too close to a supernova and that'd end your trip real quick, wouldn't it?"
"IV" "421" "LUKE" "What's that flashing?"
"IV" "422" "HAN" "We're losing our deflector shield.  Go strap yourself in, I'm going to make the jump to light speed."
"IV" "423" "MOTTI" "We've entered the Alderaan system."
"IV" "424" "LEIA" "Governor Tarkin, I should have expected to find you holding Vader's leash.  I recognized your foul stench when I was brought on board."
"IV" "425" "TARKIN" "Charming to the last.  You don't know how hard I found it signing the order to terminate your life!"
"IV" "426" "LEIA" "to take the responsibility yourself!"
"IV" "427" "TARKIN" "Princess Leia, before your execution I would like you to be my guest at a ceremony that will make this battle station operational.  No star system will dare oppose the Emperor now."
"IV" "428" "LEIA" "The more you tighten your grip, Tarkin, the more star systems will slip through your fingers."
"IV" "429" "TARKIN" "Not after we demonstrate the power of this station.  In a way, you have determined the choice of the planet that'll be destroyed first.  Since you are reluctant to provide us with the location of the Rebel base, I have chosen to test this station's destructive power... on your home planet of Alderaan."
"IV" "430" "LEIA" "No!  Alderaan is peaceful.  We have no weapons.  You can't possibly..."
"IV" "431" "TARKIN" "You would prefer another target?  A military target?  Then name the system!"
"IV" "432" "TARKIN" "I grow tired of asking this.  So it'll be the last time.  Where is the Rebel base?"
"IV" "433" "LEIA" "Dantooine."
"IV" "434" "LEIA" "They're on Dantooine."
"IV" "435" "TARKIN" "There.  You see Lord Vader, she can be reasonable. Continue with the operation.  You may fire when ready."
"IV" "436" "LEIA" "What?"
"IV" "437" "TARKIN" "You're far too trusting.  Dantooine is too remote to make an effective demonstration.  But don't worry.  We will deal with your Rebel friends soon enough. "
"IV" "438" "LEIA" "No!"
"IV" "439" "VADER" "Commence primary ignition."
"IV" "440" "LUKE" "Are you all right?  What's wrong?"
"IV" "441" "BEN" "I felt a great disturbance in the Force... as if millions of voices suddenly cried out in terror and were suddenly silenced.  I fear something terrible has happened."
"IV" "442" "BEN" "You'd better get on with your exercises."
"IV" "443" "HAN" "Well, you can forget your troubles with those Imperial slugs.  I told you I'd outrun 'em."
"IV" "444" "HAN" "Don't everyone thank me at once."
"IV" "445" "HAN" "Anyway, we should be at Alderaan about oh-two-hundred hours."
"IV" "446" "THREEPIO" "Now be careful, Artoo."
"IV" "447" "THREEPIO" "He made a fair move.  Screaming about it won't help you."
"IV" "448" "HAN" "Let him have it. It's not wise to upset a Wookiee."
"IV" "449" "THREEPIO" "But sir, nobody worries about upsetting a droid."
"IV" "450" "HAN" "That's 'cause droids don't pull people's arms out of their socket when they lose.  Wookiees are known to do that."
"IV" "451" "THREEPIO" "I see your point, sir.  I suggest a new strategy, Artoo.  Let the Wookiee win."
"IV" "452" "BEN" "Remember, a Jedi can feel the Force flowing through him."
"IV" "453" "LUKE" "You mean it controls your actions?"
"IV" "454" "BEN" "Partially. But it also obeys your commands."
"IV" "455" "HAN" "Hokey religions and ancient weapons are no match for a good blaster at your side, kid."
"IV" "456" "LUKE" "You don't believe in the Force, do you?"
